respondent_id,xyz_vaccine,seasonal_vaccine
33924,0.08,0.45
33925,0.03,0.27
33926,0.04,0.53
33927,0.71,0.62
33928,0.02,0.06
33929,0.1,0.14
33930,0.59,0.73
33931,0.15,0.57
33932,0.21,0.16
33933,0.41,0.76
33934,0.4,0.83
33935,0.16,0.3
33936,0.09,0.63
33937,0.25,0.37
33938,0.43,0.82
33939,0.79,0.95
33940,0.04,0.07
33941,0.06,0.09
33942,0.02,0.09
33943,0.31,0.57
33944,0.09,0.44
33945,0.04,0.75
33946,0.11,0.82
33947,0.06,0.39
33948,0.02,0.24
33949,0.49,0.86
33950,0.02,0.08
33951,0.14,0.51
33952,0.0,0.07
33953,0.23,0.39
33954,0.82,0.97
33955,0.51,0.74
33956,0.17,0.16
33957,0.06,0.28
33958,0.1,0.06
33959,0.23,0.71
33960,0.15,0.14
33961,0.02,0.13
33962,0.36,0.85
33963,0.0,0.0
33964,0.12,0.46
33965,0.84,0.93
33966,0.68,0.76
33967,0.26,0.57
33968,0.26,0.64
33969,0.21,0.66
33970,0.22,0.58
33971,0.12,0.43
33972,0.04,0.71
33973,0.02,0.07
33974,0.04,0.06
33975,0.04,0.24
33976,0.28,0.2
33977,0.24,0.38
33978,0.16,0.17
33979,0.04,0.23
33980,0.04,0.04
33981,0.18,0.67
33982,0.1,0.46
33983,0.49,0.63
33984,0.26,0.32
33985,0.09,0.23
33986,0.07,0.11
33987,0.13,0.54
33988,0.33,0.48
33989,0.01,0.08
33990,0.2,0.9
33991,0.12,0.09
33992,0.09,0.17
33993,0.06,0.09
33994,0.03,0.09
33995,0.37,0.53
33996,0.3,0.58
33997,0.4,0.93
33998,0.47,0.45
33999,0.17,0.58
34000,0.14,0.83
34001,0.6,0.57
34002,0.09,0.83
34003,0.08,0.4
34004,0.89,0.97
34005,0.18,0.54
34006,0.22,0.19
34007,0.26,0.31
34008,0.07,0.55
34009,0.05,0.35
34010,0.06,0.2
34011,0.71,0.88
34012,0.25,0.37
34013,0.06,0.06
34014,0.41,0.88
34015,0.03,0.1
34016,0.05,0.11
34017,0.06,0.47
34018,0.37,0.49
34019,0.39,0.54
34020,0.08,0.52
34021,0.06,0.25
34022,0.49,0.92
34023,0.39,0.9
34024,0.03,0.22
34025,0.09,0.34
34026,0.03,0.6
34027,0.06,0.22
34028,0.26,0.59
34029,0.13,0.88
34030,0.03,0.66
34031,0.07,0.71
34032,0.3,0.8
34033,0.73,0.9
34034,0.05,0.33
34035,0.12,0.8
34036,0.6,0.79
34037,0.39,0.55
34038,0.07,0.2
34039,0.36,0.79
34040,0.45,0.66
34041,0.22,0.64
34042,0.83,0.94
34043,0.87,0.89
34044,0.2,0.4
34045,0.11,0.09
34046,0.0,0.12
34047,0.15,0.74
34048,0.27,0.49
34049,0.07,0.12
34050,0.19,0.38
34051,0.12,0.17
34052,0.06,0.27
34053,0.11,0.41
34054,0.34,0.28
34055,0.11,0.32
34056,0.09,0.96
34057,0.53,0.79
34058,0.11,0.19
34059,0.64,0.75
34060,0.27,0.66
34061,0.4,0.61
34062,0.11,0.67
34063,0.38,0.4
34064,0.34,0.75
34065,0.26,0.25
34066,0.12,0.53
34067,0.5,0.72
34068,0.04,0.05
34069,0.15,0.26
34070,0.02,0.18
34071,0.18,0.93
34072,0.32,0.45
34073,0.45,0.34
34074,0.08,0.94
34075,0.17,0.66
34076,0.09,0.2
34077,0.84,0.98
34078,0.01,0.07
34079,0.3,0.65
34080,0.16,0.15
34081,0.51,0.79
34082,0.26,0.33
34083,0.03,0.63
34084,0.02,0.37
34085,0.28,0.81
34086,0.05,0.26
34087,0.55,0.66
34088,0.03,0.08
34089,0.08,0.47
34090,0.26,0.2
34091,0.17,0.67
34092,0.15,0.32
34093,0.11,0.43
34094,0.16,0.56
34095,0.13,0.14
34096,0.15,0.13
34097,0.18,0.8
34098,0.11,0.11
34099,0.06,0.24
34100,0.36,0.53
34101,0.03,0.22
34102,0.07,0.23
34103,0.06,0.13
34104,0.08,0.16
34105,0.06,0.72
34106,0.47,0.64
34107,0.32,0.68
34108,0.05,0.2
34109,0.19,0.19
34110,0.03,0.04
34111,0.01,0.03
34112,0.14,0.35
34113,0.56,0.57
34114,0.05,0.07
34115,0.26,0.54
34116,0.52,0.55
34117,0.24,0.47
34118,0.06,0.24
34119,0.14,0.14
34120,0.04,0.07
34121,0.07,0.49
34122,0.47,0.83
34123,0.01,0.14
34124,0.28,0.89
34125,0.04,0.13
34126,0.16,0.44
34127,0.07,0.72
34128,0.11,0.5
34129,0.16,0.55
34130,0.56,0.88
34131,0.13,1.0
34132,0.05,0.15
34133,0.1,0.51
34134,0.41,0.85
34135,0.17,0.8
34136,0.07,0.32
34137,0.48,0.55
34138,0.47,0.51
34139,0.08,0.69
34140,0.2,0.42
34141,0.3,0.6
34142,0.38,0.53
34143,0.18,0.52
34144,0.7,0.88
34145,0.49,0.6
34146,0.58,0.81
34147,0.05,0.07
34148,0.2,0.88
34149,0.13,0.76
34150,0.27,0.96
34151,0.15,0.34
34152,0.02,0.83
34153,0.29,0.69
34154,0.04,0.28
34155,0.09,0.08
34156,0.08,0.13
34157,0.31,0.37
34158,0.05,0.8
34159,0.48,0.81
34160,0.16,0.3
34161,0.23,0.59
34162,0.18,0.42
34163,0.1,0.54
34164,0.01,0.19
34165,0.31,0.94
34166,0.14,0.58
34167,0.33,0.63
34168,0.22,0.24
34169,0.24,0.32
34170,0.42,0.69
34171,0.12,0.18
34172,0.11,0.23
34173,0.08,0.11
34174,0.05,0.15
34175,0.39,0.45
34176,0.09,0.18
34177,0.12,0.46
34178,0.06,0.13
34179,0.13,0.48
34180,0.04,0.13
34181,0.09,0.79
34182,0.29,0.5
34183,0.04,0.03
34184,0.08,0.57
34185,0.05,0.19
34186,0.09,0.23
34187,0.19,0.71
34188,0.22,0.25
34189,0.07,0.94
34190,0.19,0.39
34191,0.26,0.8
34192,0.31,0.85
34193,0.3,0.71
34194,0.09,0.11
34195,0.58,0.88
34196,0.05,0.1
34197,0.65,0.81
34198,0.35,0.44
34199,0.18,0.89
34200,0.12,0.41
34201,0.2,0.7
34202,0.09,0.83
34203,0.15,0.51
34204,0.15,0.88
34205,0.77,0.93
34206,0.12,0.51
34207,0.11,0.13
34208,0.26,0.35
34209,0.22,0.55
34210,0.69,0.82
34211,0.49,0.44
34212,0.13,0.26
34213,0.24,0.77
34214,0.65,0.77
34215,0.07,0.07
34216,0.29,0.93
34217,0.12,0.72
34218,0.06,0.73
34219,0.05,0.63
34220,0.38,0.75
34221,0.13,0.96
34222,0.63,0.7
34223,0.17,0.91
34224,0.06,0.58
34225,0.17,0.81
34226,0.02,0.16
34227,0.03,0.22
34228,0.1,0.14
34229,0.28,0.65
34230,0.13,0.43
34231,0.14,0.5
34232,0.09,0.95
34233,0.26,0.22
34234,0.57,0.94
34235,0.43,0.53
34236,0.07,0.2
34237,0.33,0.41
34238,0.2,0.36
34239,0.17,0.38
34240,0.08,0.14
34241,0.28,0.4
34242,0.27,0.31
34243,0.02,0.1
34244,0.48,0.93
34245,0.7,0.75
34246,0.06,0.66
34247,0.15,0.26
34248,0.21,0.85
34249,0.01,0.11
34250,0.4,0.62
34251,0.05,0.14
34252,0.76,0.84
34253,0.03,0.11
34254,0.4,0.47
34255,0.08,0.31
34256,0.1,0.47
34257,0.4,0.23
34258,0.04,0.42
34259,0.02,0.05
34260,0.25,0.21
34261,0.02,0.08
34262,0.65,0.68
34263,0.21,0.17
34264,0.09,0.17
34265,0.04,0.07
34266,0.4,0.7
34267,0.8,0.72
34268,0.04,0.12
34269,0.07,0.12
34270,0.15,0.41
34271,0.03,0.43
34272,0.11,0.1
34273,0.12,0.61
34274,0.07,0.53
34275,0.86,0.82
34276,0.61,0.58
34277,0.36,0.7
34278,0.31,0.37
34279,0.02,0.24
34280,0.14,0.11
34281,0.21,0.41
34282,0.35,0.74
34283,0.55,0.72
34284,0.15,0.51
34285,0.02,0.1
34286,0.29,0.55
34287,0.13,0.41
34288,0.31,0.82
34289,0.03,0.22
34290,0.67,0.85
34291,0.04,0.78
34292,0.09,0.48
34293,0.23,0.42
34294,0.03,0.31
34295,0.11,0.2
34296,0.11,0.31
34297,0.71,0.85
34298,0.05,0.46
34299,0.08,0.12
34300,0.2,0.18
34301,0.2,0.59
34302,0.23,0.53
34303,0.1,0.52
34304,0.04,0.08
34305,0.05,0.11
34306,0.15,0.46
34307,0.17,0.13
34308,0.02,0.16
34309,0.08,0.08
34310,0.05,0.07
34311,0.05,0.44
34312,0.02,0.05
34313,0.55,0.84
34314,0.13,0.25
34315,0.15,0.29
34316,0.58,0.91
34317,0.07,0.87
34318,0.33,0.78
34319,0.24,0.55
34320,0.04,0.72
34321,0.37,0.55
34322,0.06,0.38
34323,0.13,0.24
34324,0.46,0.62
34325,0.04,0.32
34326,0.19,0.28
34327,0.66,0.89
34328,0.14,0.23
34329,0.11,0.64
34330,0.7,0.83
34331,0.29,0.21
34332,0.27,0.3
34333,0.08,0.19
34334,0.47,0.48
34335,0.01,0.09
34336,0.12,0.23
34337,0.52,0.44
34338,0.29,0.9
34339,0.08,0.15
34340,0.02,0.6
34341,0.13,0.41
34342,0.4,0.46
34343,0.12,0.12
34344,0.05,0.88
34345,0.07,0.09
34346,0.17,0.13
34347,0.05,0.37
34348,0.13,0.73
34349,0.62,0.85
34350,0.24,0.29
34351,0.19,0.1
34352,0.21,0.52
34353,0.08,0.21
34354,0.36,0.48
34355,0.26,0.51
34356,0.48,0.45
34357,0.54,0.86
34358,0.06,0.66
34359,0.05,0.03
34360,0.05,0.76
34361,0.15,0.42
34362,0.1,0.19
34363,0.51,0.83
34364,0.27,0.68
34365,0.52,0.68
34366,0.11,0.69
34367,0.26,0.08
34368,0.13,0.24
34369,0.27,0.75
34370,0.07,0.26
34371,0.1,0.52
34372,0.07,0.08
34373,0.1,0.38
34374,0.16,0.81
34375,0.07,0.48
34376,0.45,0.42
34377,0.14,0.59
34378,0.14,0.88
34379,0.19,0.69
34380,0.21,0.66
34381,0.18,0.64
34382,0.56,0.87
34383,0.08,0.34
34384,0.46,0.68
34385,0.09,0.9
34386,0.24,0.75
34387,0.02,0.09
34388,0.4,0.59
34389,0.36,0.61
34390,0.61,0.98
34391,0.17,0.46
34392,0.09,0.21
34393,0.24,0.47
34394,0.03,0.09
34395,0.24,0.23
34396,0.05,0.38
34397,0.07,0.04
34398,0.53,0.58
34399,0.04,0.22
34400,0.78,0.8
34401,0.19,0.32
34402,0.08,0.13
34403,0.06,0.29
34404,0.06,0.81
34405,0.1,0.26
34406,0.84,0.79
34407,0.23,0.65
34408,0.01,0.31
34409,0.07,0.37
34410,0.14,0.8
34411,0.13,0.29
34412,0.09,0.43
34413,0.03,0.05
34414,0.62,0.91
34415,0.04,0.16
34416,0.07,0.18
34417,0.06,0.57
34418,0.19,0.55
34419,0.07,0.45
34420,0.07,0.16
34421,0.09,0.64
34422,0.09,0.17
34423,0.16,0.4
34424,0.05,0.95
34425,0.03,0.11
34426,0.08,0.06
34427,0.8,0.88
34428,0.13,0.34
34429,0.17,0.28
34430,0.66,0.68
34431,0.06,0.6
34432,0.01,0.21
34433,0.38,0.67
34434,0.6,0.7
34435,0.67,0.81
34436,0.14,0.73
34437,0.02,0.1
34438,0.21,0.54
34439,0.07,0.17
34440,0.25,0.26
34441,0.07,0.23
34442,0.1,0.39
34443,0.17,0.16
34444,0.13,0.32
34445,0.05,0.04
34446,0.04,0.04
34447,0.2,0.57
34448,0.07,0.2
34449,0.03,0.25
34450,0.36,0.67
34451,0.2,0.36
34452,0.72,0.8
34453,0.14,0.63
34454,0.05,0.56
34455,0.17,0.27
34456,0.03,0.34
34457,0.33,0.77
34458,0.08,0.44
34459,0.22,0.44
34460,0.33,0.39
34461,0.08,0.22
34462,0.04,0.23
34463,0.37,0.7
34464,0.07,0.14
34465,0.07,0.14
34466,0.01,0.19
34467,0.68,0.88
34468,0.7,0.73
34469,0.18,0.46
34470,0.77,0.94
34471,0.06,0.08
34472,0.78,0.93
34473,0.07,0.3
34474,0.01,0.57
34475,0.05,0.26
34476,0.34,0.82
34477,0.26,0.29
34478,0.32,0.53
34479,0.06,0.08
34480,0.04,0.4
34481,0.41,0.81
34482,0.21,0.65
34483,0.41,0.75
34484,0.07,0.25
34485,0.2,0.69
34486,0.11,0.2
34487,0.0,0.15
34488,0.12,0.75
34489,0.03,0.13
34490,0.28,0.69
34491,0.08,0.49
34492,0.05,0.29
34493,0.11,0.55
34494,0.34,0.65
34495,0.09,0.51
34496,0.18,0.33
34497,0.32,0.85
34498,0.06,0.21
34499,0.24,0.61
34500,0.19,0.66
34501,0.55,0.75
34502,0.01,0.08
34503,0.04,0.36
34504,0.09,0.39
34505,0.06,0.09
34506,0.05,0.19
34507,0.03,0.09
34508,0.14,0.69
34509,0.43,0.54
34510,0.01,0.7
34511,0.17,0.23
34512,0.1,0.56
34513,0.38,0.9
34514,0.05,0.65
34515,0.19,0.24
34516,0.12,0.64
34517,0.41,0.23
34518,0.12,0.4
34519,0.01,0.32
34520,0.26,0.52
34521,0.37,0.73
34522,0.56,0.81
34523,0.22,0.2
34524,0.3,0.78
34525,0.01,0.11
34526,0.42,0.21
34527,0.13,0.32
34528,0.23,0.2
34529,0.18,0.62
34530,0.09,0.29
34531,0.04,0.19
34532,0.08,0.28
34533,0.07,0.87
34534,0.0,0.26
34535,0.09,0.33
34536,0.2,0.68
34537,0.06,0.16
34538,0.6,0.71
34539,0.06,0.18
34540,0.06,0.64
34541,0.2,0.62
34542,0.43,0.56
34543,0.16,0.36
34544,0.09,0.21
34545,0.46,0.86
34546,0.21,0.4
34547,0.07,0.79
34548,0.1,0.41
34549,0.03,0.15
34550,0.08,0.42
34551,0.57,0.82
34552,0.0,0.11
34553,0.49,0.76
34554,0.18,0.19
34555,0.08,0.18
34556,0.07,0.69
34557,0.56,0.81
34558,0.12,0.61
34559,0.01,0.07
34560,0.24,0.32
34561,0.12,0.2
34562,0.05,0.21
34563,0.12,0.34
34564,0.27,0.89
34565,0.23,0.58
34566,0.02,0.87
34567,0.15,0.25
34568,0.06,0.15
34569,0.19,0.78
34570,0.44,0.75
34571,0.56,0.87
34572,0.31,0.39
34573,0.04,0.1
34574,0.07,0.26
34575,0.24,0.62
34576,0.35,0.35
34577,0.26,0.89
34578,0.34,0.64
34579,0.12,0.36
34580,0.09,0.3
34581,0.03,0.09
34582,0.22,0.2
34583,0.09,0.82
34584,0.21,0.53
34585,0.04,0.13
34586,0.1,0.07
34587,0.63,0.79
34588,0.28,0.59
34589,0.81,0.92
34590,0.78,0.88
34591,0.17,0.17
34592,0.07,0.89
34593,0.28,0.43
34594,0.35,0.31
34595,0.22,0.47
34596,0.64,0.71
34597,0.08,0.33
34598,0.27,0.31
34599,0.49,0.71
34600,0.35,0.89
34601,0.12,0.27
34602,0.1,0.2
34603,0.08,0.12
34604,0.12,0.46
34605,0.38,0.51
34606,0.07,0.12
34607,0.16,0.79
34608,0.6,0.82
34609,0.02,0.28
34610,0.05,0.15
34611,0.05,0.28
34612,0.17,0.18
34613,0.06,0.21
34614,0.35,0.84
34615,0.01,0.16
34616,0.36,0.51
34617,0.0,0.03
34618,0.11,0.5
34619,0.07,0.18
34620,0.29,0.28
34621,0.16,0.58
34622,0.03,0.27
34623,0.85,0.86
34624,0.3,0.38
34625,0.56,0.7
34626,0.63,0.75
34627,0.09,0.17
34628,0.18,0.74
34629,0.01,0.08
34630,0.13,0.37
34631,0.08,0.86
34632,0.04,0.13
34633,0.21,0.39
34634,0.27,0.4
34635,0.07,0.1
34636,0.69,0.77
34637,0.09,0.18
34638,0.45,0.84
34639,0.03,0.09
34640,0.08,0.61
34641,0.07,0.15
34642,0.17,0.74
34643,0.58,0.74
34644,0.13,0.53
34645,0.08,0.15
34646,0.27,0.28
34647,0.82,0.69
34648,0.07,0.27
34649,0.03,0.14
34650,0.47,0.63
34651,0.42,0.56
34652,0.23,0.33
34653,0.68,0.93
34654,0.43,0.83
34655,0.15,0.38
34656,0.08,0.27
34657,0.37,0.77
34658,0.24,0.4
34659,0.12,0.37
34660,0.05,0.76
34661,0.17,0.29
34662,0.31,0.63
34663,0.44,0.64
34664,0.23,0.62
34665,0.07,0.36
34666,0.01,0.14
34667,0.04,0.11
34668,0.02,0.84
34669,0.08,0.56
34670,0.61,0.72
34671,0.12,0.73
34672,0.22,0.61
34673,0.48,0.76
34674,0.08,0.22
34675,0.71,0.85
34676,0.7,0.81
34677,0.16,0.28
34678,0.26,0.96
34679,0.59,0.77
34680,0.13,0.79
34681,0.02,0.05
34682,0.54,0.58
34683,0.44,0.8
34684,0.05,0.17
34685,0.06,0.3
34686,0.05,0.39
34687,0.14,0.64
34688,0.02,0.55
34689,0.47,0.64
34690,0.64,0.71
34691,0.08,0.65
34692,0.79,0.85
34693,0.19,0.05
34694,0.02,0.48
34695,0.03,0.25
34696,0.12,0.84
34697,0.11,0.15
34698,0.33,0.47
34699,0.03,0.3
34700,0.22,0.39
34701,0.03,0.26
34702,0.06,0.17
34703,0.03,0.02
34704,0.05,0.6
34705,0.29,0.97
34706,0.3,0.72
34707,0.03,0.08
34708,0.04,0.45
34709,0.12,0.08
34710,0.08,0.07
34711,0.64,0.85
34712,0.44,0.72
34713,0.06,0.19
34714,0.08,0.24
34715,0.02,0.29
34716,0.35,0.64
34717,0.05,0.5
34718,0.21,0.32
34719,0.19,0.46
34720,0.23,0.59
34721,0.04,0.13
34722,0.02,0.07
34723,0.1,0.14
34724,0.67,0.68
34725,0.58,0.95
34726,0.04,0.13
34727,0.12,0.68
34728,0.15,0.73
34729,0.84,0.84
34730,0.02,0.13
34731,0.0,0.12
34732,0.04,0.18
34733,0.44,0.81
34734,0.07,0.74
34735,0.09,0.83
34736,0.04,0.91
34737,0.04,0.35
34738,0.03,0.09
34739,0.03,0.06
34740,0.14,0.46
34741,0.07,0.13
34742,0.23,0.67
34743,0.02,0.2
34744,0.16,0.27
34745,0.06,0.27
34746,0.09,0.34
34747,0.1,0.29
34748,0.64,0.8
34749,0.14,0.25
34750,0.12,0.57
34751,0.39,0.61
34752,0.09,0.86
34753,0.45,0.82
34754,0.12,0.24
34755,0.58,0.91
34756,0.44,0.54
34757,0.06,0.42
34758,0.13,0.57
34759,0.2,0.44
34760,0.59,0.65
34761,0.01,0.0
34762,0.38,0.78
34763,0.65,0.69
34764,0.07,0.07
34765,0.09,0.5
34766,0.39,0.84
34767,0.35,0.61
34768,0.66,0.82
34769,0.11,0.5
34770,0.06,0.47
34771,0.09,0.84
34772,0.2,0.35
34773,0.12,0.91
34774,0.5,0.79
34775,0.2,0.36
34776,0.15,0.21
34777,0.08,0.14
34778,0.22,0.66
34779,0.21,0.36
34780,0.28,0.19
34781,0.11,0.93
34782,0.06,0.07
34783,0.17,0.48
34784,0.07,0.13
34785,0.08,0.35
34786,0.87,0.81
34787,0.02,0.37
34788,0.43,0.79
34789,0.06,0.68
34790,0.48,0.57
34791,0.08,0.08
34792,0.19,0.15
34793,0.51,0.57
34794,0.07,0.41
34795,0.14,0.55
34796,0.09,0.72
34797,0.1,0.3
34798,0.31,0.86
34799,0.45,0.68
34800,0.2,0.6
34801,0.17,0.38
34802,0.16,0.15
34803,0.54,0.78
34804,0.47,0.79
34805,0.15,0.26
34806,0.44,0.7
34807,0.24,0.69
34808,0.44,0.48
34809,0.29,0.15
34810,0.36,0.68
34811,0.05,0.63
34812,0.14,0.28
34813,0.09,0.15
34814,0.03,0.29
34815,0.56,0.66
34816,0.1,0.4
34817,0.14,0.2
34818,0.17,0.57
34819,0.01,0.07
34820,0.07,0.19
34821,0.06,0.15
34822,0.06,0.36
34823,0.14,0.15
34824,0.14,0.17
34825,0.05,0.16
34826,0.04,0.07
34827,0.49,0.69
34828,0.17,0.3
34829,0.69,0.87
34830,0.44,0.63
34831,0.22,0.61
34832,0.12,0.52
34833,0.02,0.26
34834,0.12,0.21
34835,0.19,0.51
34836,0.09,0.79
34837,0.16,0.44
34838,0.05,0.12
34839,0.21,0.51
34840,0.04,0.55
34841,0.06,0.09
34842,0.03,0.11
34843,0.15,0.3
34844,0.18,0.7
34845,0.06,0.2
34846,0.08,0.57
34847,0.64,0.88
34848,0.02,0.08
34849,0.23,0.75
34850,0.35,0.27
34851,0.15,0.37
34852,0.25,0.52
34853,0.16,0.25
34854,0.16,0.47
34855,0.15,0.46
34856,0.65,0.72
34857,0.02,0.03
34858,0.2,0.23
34859,0.2,0.49
34860,0.64,0.77
34861,0.09,0.52
34862,0.16,0.2
34863,0.04,0.12
34864,0.77,0.87
34865,0.68,0.91
34866,0.87,0.93
34867,0.08,0.16
34868,0.26,0.57
34869,0.13,0.67
34870,0.02,0.24
34871,0.03,0.14
34872,0.64,0.88
34873,0.1,0.2
34874,0.17,0.44
34875,0.4,0.5
34876,0.44,0.63
34877,0.33,0.59
34878,0.2,0.79
34879,0.04,0.25
34880,0.18,0.18
34881,0.66,0.86
34882,0.1,0.15
34883,0.04,0.28
34884,0.16,0.28
34885,0.76,0.84
34886,0.41,0.74
34887,0.03,0.25
34888,0.37,0.83
34889,0.22,0.21
34890,0.1,0.13
34891,0.07,0.1
34892,0.85,0.93
34893,0.17,0.38
34894,0.08,0.22
34895,0.57,0.92
34896,0.05,0.54
34897,0.69,0.72
34898,0.23,0.82
34899,0.4,0.8
34900,0.28,0.38
34901,0.12,0.08
34902,0.05,0.36
34903,0.06,0.19
34904,0.09,0.14
34905,0.06,0.2
34906,0.1,0.52
34907,0.01,0.08
34908,0.06,0.12
34909,0.1,0.15
34910,0.39,0.59
34911,0.5,0.4
34912,0.2,0.16
34913,0.09,0.26
34914,0.24,0.75
34915,0.05,0.15
34916,0.09,0.7
34917,0.22,0.8
34918,0.31,0.36
34919,0.17,0.53
34920,0.74,0.91
34921,0.33,0.66
34922,0.14,0.25
34923,0.18,0.6
34924,0.31,0.68
34925,0.03,0.13
34926,0.11,0.49
34927,0.08,0.86
34928,0.22,0.54
34929,0.02,0.52
34930,0.12,0.65
34931,0.12,0.54
34932,0.08,0.67
34933,0.26,0.36
34934,0.02,0.1
34935,0.26,0.71
34936,0.19,0.58
34937,0.03,0.09
34938,0.57,0.95
34939,0.1,0.23
34940,0.59,0.85
34941,0.02,0.05
34942,0.67,0.77
34943,0.02,0.33
34944,0.17,0.23
34945,0.1,0.2
34946,0.46,0.41
34947,0.18,0.27
34948,0.22,0.18
34949,0.13,0.21
34950,0.15,0.2
34951,0.04,0.5
34952,0.13,0.76
34953,0.15,0.55
34954,0.36,0.93
34955,0.01,0.29
34956,0.77,0.94
34957,0.66,0.76
34958,0.14,0.72
34959,0.2,0.39
34960,0.09,0.8
34961,0.08,0.66
34962,0.52,0.72
34963,0.03,0.8
34964,0.03,0.06
34965,0.12,0.25
34966,0.1,0.31
34967,0.15,0.17
34968,0.14,0.29
34969,0.03,0.3
34970,0.16,0.4
34971,0.12,0.43
34972,0.02,0.52
34973,0.19,0.25
34974,0.34,0.65
34975,0.16,0.18
34976,0.03,0.29
34977,0.1,0.33
34978,0.09,0.44
34979,0.08,0.12
34980,0.82,0.75
34981,0.07,0.65
34982,0.67,0.74
34983,0.12,0.27
34984,0.57,0.76
34985,0.25,0.66
34986,0.6,0.48
34987,0.01,0.01
34988,0.24,0.55
34989,0.07,0.19
34990,0.18,0.63
34991,0.3,0.48
34992,0.18,0.84
34993,0.06,0.62
34994,0.35,0.81
34995,0.07,0.78
34996,0.49,0.88
34997,0.37,0.19
34998,0.56,0.56
34999,0.08,0.48
35000,0.22,0.48
35001,0.01,0.19
35002,0.16,0.8
35003,0.12,0.41
35004,0.05,0.14
35005,0.03,0.4
35006,0.1,0.49
35007,0.04,0.13
35008,0.13,0.4
35009,0.07,0.64
35010,0.2,0.25
35011,0.24,0.34
35012,0.66,0.64
35013,0.02,0.3
35014,0.03,0.12
35015,0.25,0.47
35016,0.11,0.3
35017,0.76,0.8
35018,0.06,0.0
35019,0.05,0.71
35020,0.79,0.83
35021,0.03,0.14
35022,0.03,0.1
35023,0.17,0.12
35024,0.29,0.39
35025,0.12,0.08
35026,0.02,0.22
35027,0.11,0.23
35028,0.31,0.82
35029,0.77,0.8
35030,0.47,0.57
35031,0.03,0.32
35032,0.37,0.53
35033,0.11,0.55
35034,0.08,0.44
35035,0.18,0.73
35036,0.17,0.31
35037,0.25,0.47
35038,0.08,0.2
35039,0.53,0.59
35040,0.19,0.22
35041,0.26,0.39
35042,0.02,0.18
35043,0.18,0.36
35044,0.08,0.28
35045,0.04,0.03
35046,0.56,0.72
35047,0.63,0.58
35048,0.08,0.55
35049,0.27,0.62
35050,0.05,0.06
35051,0.19,0.33
35052,0.13,0.23
35053,0.19,0.77
35054,0.01,0.1
35055,0.13,0.53
35056,0.12,0.2
35057,0.03,0.03
35058,0.45,0.37
35059,0.13,0.15
35060,0.16,0.27
35061,0.11,0.3
35062,0.09,0.8
35063,0.04,0.15
35064,0.17,0.32
35065,0.56,0.9
35066,0.08,0.33
35067,0.11,0.2
35068,0.04,0.52
35069,0.13,0.09
35070,0.35,0.66
35071,0.21,0.47
35072,0.44,0.76
35073,0.36,0.2
35074,0.35,0.33
35075,0.06,0.15
35076,0.11,0.4
35077,0.04,0.12
35078,0.28,0.61
35079,0.72,0.81
35080,0.26,0.49
35081,0.16,0.44
35082,0.03,0.12
35083,0.17,0.28
35084,0.4,0.83
35085,0.11,0.77
35086,0.04,0.19
35087,0.01,0.71
35088,0.39,0.9
35089,0.06,0.2
35090,0.35,0.81
35091,0.07,0.28
35092,0.11,0.56
35093,0.04,0.15
35094,0.24,0.63
35095,0.34,0.61
35096,0.06,0.96
35097,0.68,0.98
35098,0.34,0.67
35099,0.06,0.1
35100,0.18,0.67
35101,0.27,0.5
35102,0.05,0.08
35103,0.17,0.15
35104,0.09,0.97
35105,0.14,0.55
35106,0.11,0.53
35107,0.24,0.67
35108,0.0,0.45
35109,0.24,0.24
35110,0.22,0.36
35111,0.38,0.83
35112,0.17,0.8
35113,0.2,0.33
35114,0.77,0.92
35115,0.1,0.56
35116,0.13,0.08
35117,0.03,0.32
35118,0.13,0.85
35119,0.01,0.26
35120,0.13,0.15
35121,0.38,0.73
35122,0.02,0.12
35123,0.53,0.55
35124,0.11,0.77
35125,0.13,0.51
35126,0.34,0.47
35127,0.09,0.38
35128,0.14,0.84
35129,0.17,0.48
35130,0.13,0.24
35131,0.13,0.42
35132,0.58,0.88
35133,0.19,0.13
35134,0.38,0.63
35135,0.27,0.19
35136,0.54,0.83
35137,0.55,0.58
35138,0.1,0.23
35139,0.06,0.6
35140,0.08,0.69
35141,0.05,0.77
35142,0.1,0.18
35143,0.01,0.07
35144,0.15,0.31
35145,0.09,0.76
35146,0.33,0.47
35147,0.02,0.11
35148,0.04,0.18
35149,0.14,0.61
35150,0.3,0.41
35151,0.27,0.74
35152,0.01,0.21
35153,0.17,0.41
35154,0.58,0.77
35155,0.06,0.72
35156,0.28,0.16
35157,0.3,0.36
35158,0.43,0.57
35159,0.04,0.13
35160,0.05,0.87
35161,0.05,0.03
35162,0.54,0.78
35163,0.13,0.44
35164,0.2,0.39
35165,0.35,0.48
35166,0.06,0.2
35167,0.04,0.21
35168,0.15,0.18
35169,0.15,0.19
35170,0.04,0.5
35171,0.66,0.61
35172,0.12,0.46
35173,0.37,0.77
35174,0.1,0.26
35175,0.02,0.29
35176,0.13,0.42
35177,0.08,0.08
35178,0.04,0.08
35179,0.44,0.8
35180,0.11,0.87
35181,0.05,0.23
35182,0.15,0.32
35183,0.52,0.75
35184,0.04,0.23
35185,0.2,0.2
35186,0.08,0.93
35187,0.5,0.75
35188,0.8,0.82
35189,0.54,0.67
35190,0.02,0.18
35191,0.04,0.07
35192,0.09,0.48
35193,0.09,0.21
